,Код продукта,Название продукта,Бренд,Срок годности,Количество в упаковке,Единица измерения,Вес упаковки,Цена,Категория,Длина упаковки,Ширина упаковки,Высота упаковки
11079,CEN-27516,"21st Century, кальций 500 и витамин D3, 5 мкг (200 МЕ), 90 таблеток",21st Century,06.2026,90,шт.,0.16,747 ₽,Микроэлементы,5.6,5.6,9.9
11080,CEN-27523,"21st Century, кальций 500 и витамин D3, 5 мкг (200 МЕ), 400 таблеток",21st Century,06.2026,400,шт.,0.68,1 768 ₽,Микроэлементы,7.6,7.6,16.3
11081,NRT-13437,"Nature's Bounty, кальций с витамином D3, 1200 мг, 120 капсул с быстрым высвобождением (600 мг в 1 капсуле)",Nature's Bounty,Not provided,120,шт.,0.38,2 971 ₽,Микроэлементы,13.5,7.1,7.4
11082,EMR-06781,"Emerald Laboratories, Coral Calcium +, 120 растительных капсул",Emerald Laboratories,06.2026,120,шт.,0.18,5 481 ₽,Микроэлементы,11.6,6.2,6.2
11083,NOW-01279,"NOW Foods, кальций из кораллов, 1000 мг, 250 растительных капсул",NOW Foods,11.2028,250,шт.,0.36,4 208 ₽,Микроэлементы,15.7,8.1,8.1
11084,CEN-22777,"21st Century, коралловый кальций, 1000 мг, 120 капсул (250 мг в 1 капсуле)",21st Century,07.2026,120,шт.,0.2,2 530 ₽,Микроэлементы,14.7,6.1,4.6
11085,NOW-01276,"NOW Foods, Коралловый кальций плюс, 100 растительных капсул",NOW Foods,01.2026,100,шт.,0.18,2 321 ₽,Микроэлементы,6.4,6.4,11.2
11086,CAL-83310,"KAL, Коралловый кальций в порошке, 225 г (8 унций)",KAL,12.2025,227,г,0.29,5 262 ₽,Микроэлементы,13.5,7.1,7.1
11087,BNR-01407,"Best Naturals, коралловый кальций плюс, 1000 мг, 250 капсул (500 мг в 1 капсуле)",Best Naturals,11.2025,250,шт.,0.25,3 097 ₽,Микроэлементы,13.5,7.2,7.1
11088,TMR-00050,"Trace Minerals ®, коралловый кальций и культовые микроэлементы, 60 вегетарианских капсул",Trace Minerals ®,07.2026,60,шт.,0.11,5 102 ₽,Микроэлементы,11.3,6.4,6.2
11089,NOW-01273,"NOW Foods, Кальций из кораллов, 1000 мг, 100 растительных капсул",NOW Foods,11.2028,100,шт.,0.18,2 321 ₽,Микроэлементы,6.4,6.4,11.2
11090,SNS-01563,"Source Naturals, коралловый кальций, 600 мг, 120 таблеток (300 мг в 1 таблетке)",Source Naturals,05.2026,120,шт.,0.14,3 226 ₽,Микроэлементы,5.6,5.6,9.9
11091,SNS-01585,"Source Naturals, коралловый кальций, 600 мг, 120 капсул",Source Naturals,10.2027,120,шт.,0.14,3 226 ₽,Микроэлементы,6.1,6.1,11.2
11092,SNS-01565,"Source Naturals, коралловый кальций, порошок, 56,7 г (2 унции)",Source Naturals,11.2025,56.7,г,0.07,1 250 ₽,Микроэлементы,4.6,4.6,8.4
11093,NOW-01281,"NOW Foods, Coral Calcium Plus, 250 растительных капсул",NOW Foods,01.2026,250,шт.,0.39,4 208 ₽,Микроэлементы,7.9,7.9,15.7
11094,CAL-40535,"KAL, Цитрат кальция D-3, 25 мкг / 1000 мг, 90 таблеток",KAL,05.2027,90,шт.,0.2,2 110 ₽,Микроэлементы,11.6,6.4,6.4
11095,NFS-01611,"Natural Factors, цитрат кальция, 350 мг, 90 таблеток",Natural Factors,06.2028,90,шт.,0.2,1 899 ₽,Микроэлементы,12.7,7.1,7.1
11096,CAL-57200,"KAL, Цитрат кальция +, фруктовое ассорти, 60 жевательных таблеток",KAL,05.2027,60,шт.,0.29,2 444 ₽,Микроэлементы,13.5,7.2,7.1
11097,SOR-13176,"Solaray, цитрат кальция с витамином D3, 1000 мг, 240 вегетарианских капсул (250 мг в 1 капсуле)",Solaray,04.2027,240,шт.,0.36,3 629 ₽,Микроэлементы,7.9,7.9,15.5
11098,ARG-50230,"Nutricology, цитрат кальция, 180 вегетарианских капсул",Nutricology,04.2026,180,шт.,0.2,4 616 ₽,Микроэлементы,13.5,7.4,7.4
11099,CAL-57108,"KAL, Кальций-цитрат +, D3 и магний, 240 таблеток",KAL,03.2027,240,шт.,0.5,4 125 ₽,Микроэлементы,16,7.9,7.9
11100,RLT-20211,"Rainbow Light, Мини-таблетки цитрата кальция, 120 мини-таблеток",Rainbow Light,08.2025,120,шт.,0.16,3 053 ₽,Микроэлементы,6.4,6.4,11.2
11101,CAR-05081,"Carlson, Жевательный кальций, ваниль, 250 мг, 120 таблеток",Carlson,09.2027,120,шт.,0.36,4 540 ₽,Микроэлементы,15.7,8,8
11102,SOR-45835,"Solaray, цитрат кальция с витамином D3, 1000 мг, 180 капсул (250 мг в 1 капсуле)",Solaray,01.2027,180,шт.,0.27,3 210 ₽,Микроэлементы,13.5,7.2,7.1
11103,CAL-74764,"KAL, Цитрат кальция D-3, 180 таблеток",KAL,11.2026,180,шт.,0.39,3 421 ₽,Микроэлементы,16.1,8,8
11104,SOL-00432,"Solgar, цитрат кальция с витамином D3, 240 таблеток",Solgar,Not provided,240,шт.,0.68,3 605 ₽,Микроэлементы,15,8.1,8.1
11105,BLB-00717,"Bluebonnet Nutrition, Цитрат кальция с магнием и витамином D3, 180 капсул",Bluebonnet Nutrition,11.2026,180,шт.,0.61,4 644 ₽,Микроэлементы,7.9,7.9,15
11106,MAV-12375,"Mason Natural, Цитрат кальция с витамином D3, 60 капсуловидных таблеток",Mason Natural,07.2026,60,шт.,0.14,1 099 ₽,Микроэлементы,10.9,5.6,5.6
11107,SOR-04529,"Solaray, Цитрат кальция Supreme, 180 капсул",Solaray,Not provided,180,шт.,0.25,3 556 ₽,Микроэлементы,13.5,7.2,7.1
11108,SOR-04585,"Solaray, цитрат кальция, 1000 мг, 120 растительных капсул (250 мг в 1 капсуле)",Solaray,05.2027,120,шт.,0.2,2 444 ₽,Микроэлементы,13.7,7.1,7.4
11109,NWY-41010,"Nature's Way, цитрат кальция, 500 мг, 100 капсул (250 мг в 1 капсуле)",Nature's Way,08.2026,100,шт.,0.14,2 279 ₽,Микроэлементы,11.4,6,6
11110,CAL-57107,"KAL, Cal-Citrate+, витамин D3 и магний, 120 таблеток",KAL,04.2027,120,шт.,0.25,2 605 ₽,Микроэлементы,13.5,7.1,7.1
11111,SOL-00431,"Solgar, Цитрат кальция с витамином D3, 120 таблеток",Solgar,Not provided,120,шт.,0.41,2 329 ₽,Микроэлементы,12.7,6.7,6.6
11112,VNU-30111,"Vital Nutrients, Кальций (цитрат / малат), 100 веганских капсул",Vital Nutrients,04.2026,100,шт.,0.11,2 902 ₽,Микроэлементы,11,6,5.8
11113,CAL-57109,"KAL, цитрат кальция 1000, 1000 мг, 90 таблеток (333 мг в 1 таблетке)",KAL,06.2027,90,шт.,0.2,2 110 ₽,Микроэлементы,6.4,6.4,11.4
11114,SWV-11375,"Swanson, 100% чистый цитрат кальция в порошке, без добавок, 350 мг, 227 г (8 унций)",Swanson,11.2026,227,г,0.28,2 023 ₽,Микроэлементы,9.1,9.1,7.2
11115,CAL-14126,"KAL, цитрат кальция 1000, 333 мг, 180 таблеток",KAL,03.2027,180,шт.,0.4,3 210 ₽,Микроэлементы,8.1,8,15.9
11116,SOR-45852,"Solaray, цитрат кальция, 1000 мг, 240 растительных капсул (250 мг в 1 капсуле)",Solaray,04.2027,240,шт.,0.34,3 556 ₽,Микроэлементы,7.9,8,16
11117,NCS-93453,"Nutricost, цитрат кальция, без вкусовых добавок, 500 г (17,6 унции)",Nutricost,10.2026,504,г,0.61,3 204 ₽,Микроэлементы,16.9,11.3,11.3
11118,SWV-11006,"Swanson, Комплекс цитрата кальция, 250 мг, 100 капсул",Swanson,05.2026,100,шт.,0.14,1 397 ₽,Микроэлементы,11.2,6.4,6.4
11119,CAL-46471,"KAL, Ultra Cal-Citrate+, 120 таблеток",KAL,03.2027,120,шт.,0.27,2 915 ₽,Микроэлементы,13.5,7.2,7.1
11120,NCS-57110,"Nutricost, цитрат кальция, без вкусовых добавок, 250 г (8,9 унции)",Nutricost,09.2026,252,г,0.32,2 272 ₽,Микроэлементы,11.6,9.3,9.3
11121,NWY-41011,"Nature's Way, цитрат кальция, 500 мг, 250 капсул (250 мг в 1 капсуле)",Nature's Way,01.2027,250,шт.,0.34,4 125 ₽,Микроэлементы,14.2,7.7,7.6
11122,NOW-01240,"NOW Foods, цитрат кальция, чистый порошок, 227 г (8 унций)",NOW Foods,12.2028,227,г,0.29,1 795 ₽,Микроэлементы,7.9,7.9,15.5
11123,CAL-38038,"KAL, Оротат лития, 5 мг, 60 вегетарианских капсул",KAL,04.2027,60,шт.,0.05,1 581 ₽,Микроэлементы,5,5,10.8
11124,CAL-75211,"KAL, Оротат лития, натуральный вкус лимона и лайма, 90 микротаблеток",KAL,Not provided,90,шт.,0.05,2 110 ₽,Микроэлементы,10.9,5.1,5.1
11125,NCS-67336,"Nutricost, оротат лития, 5 мг, 120 капсул",Nutricost,Not provided,120,шт.,0.09,2 437 ₽,Микроэлементы,10.2,5.5,5.3
11126,CAL-86331,"KAL, Оротат лития, 5 мг, 120 капсул",KAL,04.2027,120,шт.,0.07,2 605 ₽,Микроэлементы,5.1,4.8,10.8
11127,LEX-24031,"Life Extension, литий, 1000 мкг, 100 вегетарианских капсул",Life Extension,12.2025,100,шт.,0.04,2 281 ₽,Микроэлементы,9.4,4.6,4.4
11128,SWV-02913,"Swanson, Оротат лития, 5 мг, 60 растительных капсул",Swanson,06.2025,60,шт.,0.04,1 227 ₽,Микроэлементы,8.8,4.6,4.6
11129,SKH-52061,"Seeking Health, Оротат лития, 5 мг, 100 вегетарианских капсул",Seeking Health,09.2026,100,шт.,0.05,3 788 ₽,Микроэлементы,8.9,5.1,5.1
11130,RAP-12168,"RAPIDFIRE, Matcha Tea, японский зеленый чай, 60 г (2,12 унции)",RAPIDFIRE,05.2025,960,г,0.07,2 915 ₽,Микроэлементы,17.8,15.4,1.5
11131,VNU-31411,"Vital Nutrients, Литий, 20 мг, 90 веганских капсул",Vital Nutrients,08.2025,90,шт.,0.09,8 183 ₽,Микроэлементы,9.7,5.2,5.2
11132,BRD-00332,"BrainMD, оротат лития, 60 растительных капсул",BrainMD,01.2027,60,шт.,0.06,2 599 ₽,Микроэлементы,9.9,5.5,5.6
11133,SOR-04599,"Solaray, аспартат лития, 5 мг, 100 вегетарианских капсул",Solaray,04.2027,100,шт.,0.07,2 279 ₽,Микроэлементы,10.9,5,4.8
11134,DVI-22169,"DaVinci Laboratories of Vermont, Цитрат магния, 90 капсул",DaVinci Laboratories of Vermont,04.2026,90,шт.,0.09,3 214 ₽,Микроэлементы,11.7,6.4,6.4
11135,SKH-52064,"Seeking Health, Optimal Magnesium, 150 мг, 100 вегетарианских капсул",Seeking Health,10.2026,100,шт.,0.15,3 484 ₽,Микроэлементы,13,6.6,6.5
11136,PTG-34408,"Natural Vitality, CALM Mind, магниевая добавка со смесью для приготовления напитков с L-теанином, без добавок, 168 г (6 унций)",Natural Vitality,09.2025,170,г,0.23,3 390 ₽,Микроэлементы,13.5,7,6.4
11137,TWL-01023,"Twinlab, Магний в капсулах, 420 мг, 200 капсул",Twinlab,10.2028,200,шт.,0.26,2 645 ₽,Микроэлементы,13.6,7.5,7.6
11138,NLI-12187,"Nature's Life, SoftMag, 500 мг, 60 капсул",Nature's Life,02.2026,60,шт.,0.2,2 444 ₽,Микроэлементы,11.6,6.4,6.2
11139,SRE-09151,"Sports Research, MAG LT, магтеин, 2000 мг, 90 растительных капсул (666 мг в 1 капсуле)",Sports Research,02.2027,90,шт.,0.11,6 210 ₽,Микроэлементы,11.2,6.6,6.5
11140,DRB-00025,"Doctor's Best, Магний с высокой степенью усвоения, 100 мг, 120 таблеток",Doctor's Best,06.2026,120,шт.,0.21,2 007 ₽,Микроэлементы,11,6,6
11141,NOW-01295,"NOW Foods, цитрат магния, чистый порошок, 227 г (8 унций)",NOW Foods,11.2028,227,г,0.27,2 219 ₽,Микроэлементы,13.2,7.4,7.4
11142,MGF-10187,"MegaFood, магний, 60 таблеток",MegaFood,11.2026,60,шт.,0.24,3 489 ₽,Микроэлементы,11.2,6.2,6
11143,BLB-00733,"Bluebonnet Nutrition, Магний и калий бромелаин, 120 растительных капсул",Bluebonnet Nutrition,01.2027,120,шт.,0.34,4 514 ₽,Микроэлементы,6.6,6.6,13
11144,NFS-01652,"Natural Factors, цитрат магния, 150 мг, 90 капсул",Natural Factors,05.2027,90,шт.,0.12,2 021 ₽,Микроэлементы,11.2,6.1,6.1
11145,AOR-08211,"Advanced Orthomolecular Research AOR, Mag Malate Renew, 120 растительных капсул",Advanced Orthomolecular Research AOR,04.2026,120,шт.,0.14,4 514 ₽,Микроэлементы,6.4,6.4,10.9
11146,TMR-00229,"Trace Minerals ®, Stress-X, магний в порошке, со вкусом лимона и лайма, 350 мг, 448 г (15,8 унции)",Trace Minerals ®,10.2025,448,г,0.52,4 779 ₽,Микроэлементы,19.9,7.9,7.7
11147,AER-03020,"NB Pure, MagO7, полное очищение, 180 капсул",NB Pure,10.2025,180,шт.,0.22,6 982 ₽,Микроэлементы,13.2,7.2,7.1
11148,JRW-13007,"Jarrow Formulas, Magnesium Optimizer, 200 таблеток",Jarrow Formulas,09.2025,200,шт.,0.27,2 465 ₽,Микроэлементы,13.5,7.2,7.1
11149,NAP-03350,"NaturesPlus, Магний, 200 мг, 90 таблеток",NaturesPlus,01.2027,90,шт.,0.18,2 536 ₽,Микроэлементы,10.9,5.8,5.8
11150,CAR-05202,"Carlson, жидкий магний, 400 мг, 250 капсул",Carlson,Not provided,250,шт.,0.62,4 360 ₽,Микроэлементы,8.9,8.9,16.3
11151,SNS-02132,"Source Naturals, Бис-глицинат магния, 120 таблеток",Source Naturals,Not provided,60,шт.,0.26,2 514 ₽,Микроэлементы,12.7,6.6,6.6
11152,NOW-01283,"NOW Foods, магний в капсулах, 400 мг, 180 растительных капсул",NOW Foods,11.2028,180,шт.,0.27,2 520 ₽,Микроэлементы,13.3,7.2,7.1
11153,AER-03021,"NB Pure, MagO7, очищающее средство в порошке, 150 г",NB Pure,09.2025,150,г,0.2,6 519 ₽,Микроэлементы,13.1,7.4,7.2
11154,PUR-03102,"Pure Essence, Ionic-Fizz, Magnesium Plus, малиновый лимонад, 342 г (12,06 унции)",Pure Essence,04.2026,342,г,0.41,5 939 ₽,Микроэлементы,11.7,9.4,9.4
11155,SNS-01600,"Source Naturals, малат магния, 3750 мг, 200 капсул (625 мг в 1 капсуле)",Source Naturals,12.2027,200,шт.,0.23,2 879 ₽,Микроэлементы,7.4,7.4,13.7
11156,THR-27202,"Thorne, Magnesium Citramate, добавка с магнием, 90 капсул",Thorne,12.2026,90,шт.,0.11,3 353 ₽,Микроэлементы,10.9,6,6
11157,PUR-03109,"Pure Essence, Ionic-Fizz, Magnesium Plus, смесь ягод, 342 г (12,06 унции)",Pure Essence,06.2025,342,г,0.41,5 939 ₽,Микроэлементы,11.7,9.4,9.4
11158,EUR-26106,"Terry Naturally, биоактивный комплекс магния с P-5-P и цинком, 60 капсул",Terry Naturally,06.2026,60,шт.,0.07,2 536 ₽,Микроэлементы,11,5.6,5.6
11159,TWL-01021,"Twinlab, Магний в капсулах, 420 мг, 100 капсул",Twinlab,10.2028,100,шт.,0.14,1 559 ₽,Микроэлементы,11,6.2,6.4
11160,SNS-00318,"Source Naturals, комплекс хелата магния, 100 мг, 250 таблеток",Source Naturals,06.2026,250,шт.,0.27,2 754 ₽,Микроэлементы,12.8,6.5,6.4
11161,BLB-00731,"Bluebonnet Nutrition, Цитрат магния, 120 капсул",Bluebonnet Nutrition,Not provided,120,шт.,0.46,3 436 ₽,Микроэлементы,6.9,6.9,12.7
11162,ARG-50320,"Nutricology, жидкий хлорид магния, 236 мл (8 жидк. унций)",Nutricology,12.2026,237,мл,0.43,3 435 ₽,Микроэлементы,14.2,5.8,5.8
11163,DRB-00408,"Doctor's Best, магний с высокой усвояемостью в виде порошка, 200 г (7,1 унции)",Doctor's Best,07.2026,201.281,г,0.26,3 157 ₽,Микроэлементы,11.4,9.4,9.4
11164,NFS-03540,"Natural Factors, Stress-Relax, порошок цитрата магния, ягодная смесь для приготовления напитка, 250 г (8,8 унции)",Natural Factors,11.2028,250,г,0.32,3 625 ₽,Микроэлементы,8.9,8.9,11.2
11165,BLB-00737,"Bluebonnet Nutrition, Аспартат магния, 200 мг, 200 растительных капсул",Bluebonnet Nutrition,07.2026,200,шт.,0.48,5 161 ₽,Микроэлементы,8.1,8.1,14.7
11166,SOR-04630,"Solaray, Магний, 200 мг, 100 растительных капсул",Solaray,02.2027,100,шт.,0.15,2 362 ₽,Микроэлементы,11.4,6.2,6.4
11167,MBM-00430,"Metabolic Maintenance, цитрат магния, 250 капсул",Metabolic Maintenance,09.2025,240,шт.,0.57,8 983 ₽,Микроэлементы,15,8.1,7.9
11168,LEX-14591,"Life Extension, Магний в капсулах, 500 мг, 100 вегетарианских капсул",Life Extension,12.2025,100,шт.,0.16,1 763 ₽,Микроэлементы,11.7,6.4,6.4
11169,BLB-00673,"Bluebonnet Nutrition, буферный хелатный магний, 120 растительных капсул",Bluebonnet Nutrition,11.2026,120,шт.,0.39,5 289 ₽,Микроэлементы,15.2,8,8.8
11170,MGF-10399,"MegaFood, жевательные таблетки с магнием для успокоения и расслабления, виноград, 30 жевательных таблеток в индивидуальной упаковке",MegaFood,10.2025,30,шт.,0.18,2 605 ₽,Микроэлементы,11.4,12.7,4.8
11171,LEX-20329,"Life Extension, Neuro-Mag, L-треонат магния, тропический пунш, 93,35 г (3,293 унции)",Life Extension,12.2025,93.355,г,0.16,5 224 ₽,Микроэлементы,9.4,9.3,8.8
11172,CAL-74590,"KAL, яблочная кислота с магнием, 120 таблеток",KAL,03.2027,120,шт.,0.27,2 762 ₽,Микроэлементы,13.3,7.2,7.2
11173,PUR-03107,"Pure Essence, Ionic-Fizz Magnesium Plus, апельсин и ваниль, 342 г (12,06 унции)",Pure Essence,06.2026,342,г,0.41,5 939 ₽,Микроэлементы,11.6,9.3,9.1
11174,ARG-50240,"Nutricology, цитрат магния, 90 вегетарианских капсул",Nutricology,07.2026,90,шт.,0.14,3 351 ₽,Микроэлементы,6.1,6.1,11.2
11175,SOR-37402,"Solaray, цитрат магния, 400 мг, 180 растительных капсул (133 мг в 1 капсуле)",Solaray,09.2025,180,шт.,0.27,3 489 ₽,Микроэлементы,13.5,7.4,6.4
11176,SOR-04621,"Solaray, апоротат магния, 400 мг, 120 вегетарианских капсул (200 мг в 1 капсуле)",Solaray,01.2027,120,шт.,0.16,2 605 ₽,Микроэлементы,6.4,6.4,11.2
11177,SNS-02399,"Source Naturals, Магния аскорбат, 1000 мг, 120 таблеток",Source Naturals,11.2025,120,шт.,0.24,2 984 ₽,Микроэлементы,6.6,12.7,6.6
11178,CLF-02475,"Country Life, Target-Mins, магний в капсулах с диоксидом кремния, 300 мг, 120 веганских капсул",Country Life,09.2025,120,шт.,0.25,3 047 ₽,Микроэлементы,11.2,6.1,6.1
11179,OLY-00396,"Olympian Labs, цитрат магния, 400 мг, 100 вегетарианских капсул (133 мг в 1 капсуле)",Olympian Labs,05.2026,100,шт.,0.14,3 240 ₽,Микроэлементы,11.4,6.1,6.1
11180,TMR-00017,"Trace Minerals ®, ионный магний, 400 мг, 59 мл (2 жидк. унции)",Trace Minerals ®,10.2026,59,мл,0.14,2 110 ₽,Микроэлементы,11.7,3.8,3.8
11181,CLF-02495,"Country Life, Target-Mins, аспартат магния и калия, 180 таблеток",Country Life,09.2025,180,шт.,0.53,3 692 ₽,Микроэлементы,13.8,7.4,7.4
11182,SOR-46301,"Solaray, цитрат магния, 400 мг, 90 капсул (133 мг в 1 капсуле)",Solaray,07.2027,90,шт.,0.15,2 110 ₽,Микроэлементы,6.4,6.4,11.2
11183,NOW-00756,"NOW Foods, чистый, буферизованный аскорбат магния с витамином С, в виде порошка, 227 г (8 унций)",NOW Foods,02.2026,227,г,0.27,2 810 ₽,Микроэлементы,12.2,6.9,6.9
11184,BLB-00735,"Bluebonnet Nutrition, магний и витамин B6, 90 вегетарианских капсул",Bluebonnet Nutrition,10.2026,90,шт.,0.27,2 911 ₽,Микроэлементы,6.1,6.1,11.2
11185,NWY-41051,"Nature's Way, комплекс с магнием, 500 мг, 100 капсул (250 мг в 1 капсуле)",Nature's Way,11.2026,100,шт.,0.14,1 363 ₽,Микроэлементы,11.7,6.4,6.2
11186,SNS-00803,"Source Naturals, Ultra-Mag, 120 таблеток",Source Naturals,01.2028,120,шт.,0.28,2 551 ₽,Микроэлементы,12.8,6.4,6.4
11187,NTA-16462,"Nature's Answer, магний на основе морского происхождения, 500 мг, 90 вегетарианских капсул (250 мг в 1 капсуле)",Nature's Answer,10.2026,90,шт.,0.25,3 101 ₽,Микроэлементы,12.2,6.6,6.4
11188,CAL-81309,"KAL, малат магния 400, 90 таблеток",KAL,05.2027,90,шт.,0.21,2 762 ₽,Микроэлементы,11.2,6.4,6.4
11189,MAV-06171,"Mason Natural, глюконат магния, 550 мг, 100 таблеток",Mason Natural,08.2026,100,шт.,0.09,1 026 ₽,Микроэлементы,10.5,5,5
11190,CAR-05222,"Carlson, магний, 350 мг, 180 капсул",Carlson,09.2028,180,шт.,0.19,2 611 ₽,Микроэлементы,7.1,7.1,13
11191,MBM-00439,"Metabolic Maintenance, глицинат магния, 180 капсул",Metabolic Maintenance,09.2025,180,шт.,0.37,7 066 ₽,Микроэлементы,13.8,7.4,7.4
11192,NOW-01288,"NOW Foods, жидкий магний с микроэлементами, 237 мл (8 жидк. унций)",NOW Foods,10.2028,237,мл,0.34,2 903 ₽,Микроэлементы,5.6,5.6,14.5
11193,SNS-00262,"Source Naturals, малат магния, 3750 мг, 180 таблеток (1250 мг в 1 таблетке)",Source Naturals,12.2025,180,шт.,0.33,3 035 ₽,Микроэлементы,7.4,7.4,13.5
11194,SWV-01808,"Swanson, Комплекс тройного магния, 400 мг, 100 капсул",Swanson,11.2026,100,шт.,0.13,1 397 ₽,Микроэлементы,10.9,5.8,5.8
11195,NAP-33605,"NaturesPlus, Kalmassure, магний в порошке, со вкусом освежающего розового лимонада, 400 мг, 408 г (0,90 фунта)",NaturesPlus,11.2027,425,г,0.47,4 367 ₽,Микроэлементы,19.1,7.6,7.6
11196,EID-00008,"Eidon Ionic Minerals, магний, 533 мл (18 унций)",Eidon Ionic Minerals,08.2028,510,г,0.59,3 637 ₽,Микроэлементы,7.6,7.6,15.5
11197,MAV-16011,"Mason Natural, Магний, повышенная сила действия, 500 мг, 100 таблеток",Mason Natural,Not provided,100,шт.,0.16,1 389 ₽,Микроэлементы,10.7,5.1,4.8
11198,LEX-16039,"Life Extension, Neuro-Mag, L-треонат магния, 90 вегетарианских капсул",Life Extension,11.2025,90,шт.,0.14,5 224 ₽,Микроэлементы,11.7,6.4,6.4
11199,CEN-22713,"21st Century, магний, 250 мг, 110 таблеток",21st Century,11.2026,110,шт.,0.13,562 ₽,Микроэлементы,9.4,6.2,4.7
11200,SOR-04517,"Solaray, Magnesium Potassium Asporotates, аспартат магния и калия, 120 растительных капсул",Solaray,05.2027,120,шт.,0.17,3 281 ₽,Микроэлементы,6.4,6.1,11.9
11201,ZAH-08125,"Zahler, Магний, биоактивный цитрат магния, 200 мг, 120 капсул",Zahler,08.2026,120,шт.,0.14,3 418 ₽,Микроэлементы,12.7,6.4,6.4
11202,WHE-02031,"White Egret Personal Care, Чистое масло магния, 237 мл (8 жидк. унц.)",White Egret Personal Care,11.2025,237,мл,0.34,4 122 ₽,Микроэлементы,19.8,4.8,4.6
11203,CLF-02687,"Country Life, цитрат магния, 250 мг, 120 таблеток (125 мг в 1 таблетке)",Country Life,11.2026,120,шт.,0.43,3 069 ₽,Микроэлементы,13,6.9,6.6
11204,BLB-00672,"Bluebonnet Nutrition, буферизованный хелатный магний, 60 растительных капсул",Bluebonnet Nutrition,07.2026,60,шт.,0.23,3 031 ₽,Микроэлементы,10.9,5.1,5.3
11205,MGF-60170,"MegaFood, Relax + Calm Magnesium, Оазис ежевики и гибискуса, 7,05 унции (200 г)",MegaFood,Not provided,200,г,0.26,3 960 ₽,Микроэлементы,10.4,9.4,9.4
11206,NAP-03360,"NaturesPlus, Магний, 200 мг, 180 таблеток",NaturesPlus,06.2027,180,шт.,0.34,4 087 ₽,Микроэлементы,13.5,7.2,7.2
11207,PTG-00002,"Natural Vitality, CALM, смесь для приготовления напитка с магнием, оригинальный вкус без добавок, 453 г (16 унций)",Natural Vitality,10.2026,454,г,0.55,5 102 ₽,Микроэлементы,21.1,9.5,9.1
11208,NAP-33606,"NaturesPlus, Магний в виде порошка KalmAssure, Без ароматизаторов, 400 мг, 0,80 фунта (360 г)",NaturesPlus,07.2027,364,г,0.43,4 367 ₽,Микроэлементы,19.8,7.6,7.6
11209,SOR-13223,"Solaray, апоротат магния, 400 мг, 180 вегетарианских капсул (200 мг в 1 капсуле)",Solaray,04.2027,180,шт.,0.26,3 351 ₽,Микроэлементы,13.3,7.2,7.2
11210,TMR-00274,"Trace Minerals ®, Stress-X, магний в порошке, лимон и лайм, 250 г (8,8 унции)",Trace Minerals ®,02.2025,250,г,0.29,3 210 ₽,Микроэлементы,15.2,6.7,6.7
11211,AHP-00060,"Alta Health, Хлорид магния, 100 таблеток",Alta Health,07.2025,100,шт.,0.11,2 790 ₽,Микроэлементы,9.9,5.3,5.3
11212,BTZ-75123,"BioSchwartz, Бисглицинат магния для максимального усвоения, 120 растительных капсул",BioSchwartz,09.2025,180,шт.,0.07,3 486 ₽,Микроэлементы,11.6,6,6
11213,EID-00024,"Eidon Ionic Minerals, магний, жидкий концентрат, 60 мл (2 унции)",Eidon Ionic Minerals,08.2028,56.7,г,0.14,3 637 ₽,Микроэлементы,11.7,3.8,3.8
11214,SNS-02780,"Source Naturals, яблочная кислота, 2500 мг, 120 таблеток",Source Naturals,02.2027,120,шт.,0.23,1 948 ₽,Микроэлементы,11.7,6.4,6.4
11215,NBG-10238,"Nutra BioGenesis, Тримагний, 120 капсул",Nutra BioGenesis,09.2025,120,шт.,0.14,4 453 ₽,Микроэлементы,11.3,6.4,6.2
11216,TMR-00352,"Trace Minerals ®, Stress-X, магний в порошке, со вкусом малины и лимона, 350 мг, 240 г (8,5 унции)",Trace Minerals ®,05.2025,240,г,0.28,3 210 ₽,Микроэлементы,15.2,6.7,6.6
11217,CAL-36975,"KAL, таурат магния+, 400 мг, 90 таблеток (200 мг в 1 таблетке)",KAL,02.2027,90,шт.,0.18,3 210 ₽,Микроэлементы,6.2,6.4,11.6
11218,INV-98455,"InnovixLabs, магний с улучшенной рецептурой, 150 веганских капсул",InnovixLabs,04.2026,150,шт.,0.16,4 290 ₽,Микроэлементы,12.1,6.9,6.9
11219,CLF-02686,"Country Life, магний в хелатной форме, 250 мг, 180 таблеток",Country Life,11.2025,180,шт.,0.41,3 069 ₽,Микроэлементы,13,6.6,6.6
11220,PTG-00014,"Natural Vitality, CALM, смесь для приготовления антистресс-напитка, сладкий лимон, 453 г (16 унций)",Natural Vitality,10.2026,454,г,0.55,5 039 ₽,Микроэлементы,21.1,9.5,9.1
11221,INN-43003,"Innate Response Formulas, магний 300, 120 капсул",Innate Response Formulas,01.2026,120,шт.,0.35,5 898 ₽,Микроэлементы,14.7,8,7.9
11222,DRB-00565,"Doctor's Best, высокоусвояемый магний, 105 мг, 120 растительных капсул (52,5 мг в 1 капсуле)",Doctor's Best,04.2026,120,шт.,0.11,2 302 ₽,Микроэлементы,11.2,6.1,6.1
11223,CAL-57320,"KAL, Магний, 500 мг, 60 таблеток",KAL,06.2027,60,шт.,0.15,2 025 ₽,Микроэлементы,11.4,6.4,6.4
